City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,longyearbyen,78.2186,15.6401,31.84,86,75,5.75,SJ,1681411479
367,jitauna,-14.0189,-39.8889,92.59,33,16,6.02,BR,1681411479
368,kuybyshevo,47.8123,38.9073,49.78,92,100,10.56,RU,1681411479
369,lisakovsk,52.5369,62.4936,54.45,53,100,6.8,KZ,1681411479
370,el jicaro,14.9167,-89.9,96.33,34,90,4.65,GT,1681411479
371,palu,-0.8917,119.8707,76.86,95,100,2.68,ID,1681411312
372,oranjemund,-28.55,16.4333,59.0,87,100,10.0,NA,1681411479
373,brae,60.3964,-1.353,43.92,88,100,15.08,GB,1681411480
374,the pas,53.8251,-101.2541,44.62,49,40,6.91,CA,1681411480
375,sangar,63.9242,127.4739,12.38,100,100,2.91,RU,1681411480
376,milledgeville,33.0801,-83.2321,66.34,94,100,10.36,US,1681411480
377,mayya,61.7333,130.2811,25.92,98,100,3.06,RU,1681411480
378,hare bay,48.8499,-54.0148,35.2,99,100,9.4,CA,1681411480
379,nouadhibou,20.931,-17.0347,76.98,53,40,10.36,MR,1681411480
380,plainview,40.7765,-73.4673,89.87,32,0,17.27,US,1681411356
381,erenhot,43.6475,111.9767,32.81,38,0,27.51,CN,1681411480
382,eureka,40.8021,-124.1637,57.67,62,37,5.01,US,1681411480
383,yarada,17.65,83.2667,83.93,69,0,8.9,IN,1681411480
384,goshogawara,40.8044,140.4414,53.92,67,100,9.48,JP,1681411207
385,harper,4.375,-7.7169,81.86,79,40,8.57,LR,1681411450
386,abu samrah,35.3029,37.1841,50.67,83,0,13.02,SY,1681411481
387,lagoa,39.05,-27.9833,62.04,82,100,12.33,PT,1681411435
388,luderitz,-26.6481,15.1594,60.91,70,7,14.23,NA,1681411481
389,horsham,51.064,-0.3272,49.71,70,20,12.66,GB,1681411481
390,luchegorsk,46.4764,134.2569,31.69,83,18,2.06,RU,1681411481
391,poltavka,54.3663,71.7632,46.45,56,63,10.67,RU,1681411481
392,kununurra,-15.7667,128.7333,75.18,94,100,0.0,AU,1681411259
393,pakxan,18.3778,103.6601,86.94,60,100,3.31,LA,1681411481
394,portland,45.5234,-122.6762,51.67,70,75,7.0,US,1681411351
395,burgeo,47.6167,-57.6152,43.59,72,13,14.41,CA,1681411481
396,marsh harbour,26.5412,-77.0636,77.02,77,7,14.47,BS,1681411482
397,half moon bay,37.4636,-122.4286,63.1,35,0,4.61,US,1681411482
398,mattawa,46.7379,-119.9028,52.09,39,97,8.5,US,1681411243
399,archidona,37.0965,-4.3887,63.16,28,100,4.88,ES,1681411482
400,te anau,-45.4167,167.7167,46.35,95,41,1.77,NZ,1681411482
401,lensk,60.7253,114.9278,8.46,97,31,4.29,RU,1681411482
402,ravar,31.2656,56.8055,74.07,37,100,14.2,IR,1681411482
403,ciudad bolivar,8.1222,-63.5497,96.71,29,98,9.06,VE,1681411483
404,meadow lake,34.8014,-106.5436,72.61,17,100,16.26,US,1681411483
405,maua,-23.6678,-46.4614,84.0,54,83,2.95,BR,1681411483
406,mogadishu,2.0371,45.3438,82.53,72,100,11.54,SO,1681411483
407,puerto cabezas,14.0351,-83.3888,85.96,84,75,9.22,NI,1681411483
408,atherton,53.5237,-2.4935,50.22,66,7,3.0,GB,1681411483
409,chimbote,-9.0853,-78.5783,81.21,72,89,11.1,PE,1681411483
410,kurilsk,45.2333,147.8833,35.26,80,100,10.18,RU,1681411483
411,tres arroyos,-38.3739,-60.2798,55.81,44,100,15.5,AR,1681411487
412,kamenka,51.3223,42.7678,47.89,86,100,23.2,RU,1681411487
413,zaysan,47.4667,84.8667,42.42,48,14,5.32,KZ,1681411487
414,poum,-20.2333,164.0167,75.34,93,100,9.08,NC,1681411487
415,soltsy,58.1239,30.3238,46.24,66,100,13.4,RU,1681411487
416,aras,42.5617,-2.356,48.61,58,20,6.91,ES,1681411487
417,talaya,61.3833,152.75,-12.57,100,74,1.68,RU,1681411488
418,wilmington,34.2257,-77.9447,77.92,51,0,11.5,US,1681411273
419,fenoarivo atsinanana,-17.3667,49.4167,76.32,85,74,1.83,MG,1681411489
420,sistranda,63.7256,8.834,48.16,72,100,32.68,NO,1681411489
421,pangnirtung,66.1451,-65.7125,19.4,68,75,3.44,CA,1681411489
422,valdivia,-39.8142,-73.2459,68.09,43,82,3.62,CL,1681411341
423,chufarovo,54.0963,47.3367,45.32,64,100,25.57,RU,1681411490
424,san cristobal,7.7669,-72.225,82.58,37,99,7.02,VE,1681411490
425,peniche,39.3558,-9.3811,59.56,64,100,15.08,PT,1681411490
426,imeni zhelyabova,58.9544,36.5956,34.16,67,21,12.3,RU,1681411490
427,kirensk,57.7853,108.1119,11.01,96,36,3.22,RU,1681411491
428,hukuntsi,-24.0,21.75,75.87,22,0,2.19,BW,1681411491
429,requena,39.4883,-1.1004,58.78,28,33,10.29,ES,1681411491
430,birnin kebbi,12.4539,4.1975,93.85,11,100,8.55,NG,1681411491
431,le port,-20.9373,55.2919,77.0,93,48,5.3,RE,1681411430
432,iqaluit,63.7506,-68.5145,19.13,79,100,3.44,CA,1681411492
433,conceicao do araguaia,-8.2578,-49.2647,86.86,63,100,3.96,BR,1681411492
434,conde,-7.2597,-34.9075,83.66,65,40,12.66,BR,1681411492
435,port hardy,50.6996,-127.4199,42.98,75,100,8.05,CA,1681411492
436,salaga,8.5508,-0.5188,77.22,69,100,20.62,GH,1681411492
437,bendigo,-36.7667,144.2833,53.64,62,0,3.94,AU,1681411491
438,seydi,39.4816,62.9137,88.27,14,70,25.81,TM,1681411243
439,kalmunai,7.4167,81.8167,80.06,82,14,3.4,LK,1681411493
440,ternate,0.8,127.4,80.98,82,90,5.32,ID,1681411493
441,saint petersburg,59.8944,30.2642,41.16,60,0,15.66,RU,1681411327
442,kalispell,48.1958,-114.3129,44.78,48,0,6.91,US,1681411493
443,dipalpur,30.6709,73.6529,81.48,17,0,4.99,PK,1681411493
444,ambon,-3.6954,128.1814,77.14,94,40,4.61,ID,1681411493
445,poniatowa,51.1798,22.1309,49.91,74,11,7.65,PL,1681411493
446,ancud,-41.8697,-73.8203,60.6,55,6,2.68,CL,1681411493
447,taywarah,33.35,64.4167,52.54,27,0,4.23,AF,1681411493
448,teknaf,20.8624,92.3058,76.1,82,0,3.4,BD,1681411493
449,batagay,67.6333,134.6333,0.28,99,53,3.27,RU,1681411494
450,salinopolis,-0.6136,-47.3561,83.5,73,94,8.79,BR,1681411494
451,ossora,59.2353,163.0719,12.97,96,100,4.74,RU,1681411494
452,beringovskiy,63.05,179.3167,-2.97,94,60,5.82,RU,1681411488
453,eldorado,-23.7869,-54.2836,85.08,64,98,3.4,BR,1681411494
454,mataquescuintla,14.5292,-90.1842,76.95,30,49,1.63,GT,1681411494
455,guasdualito,7.2424,-70.7324,93.2,40,40,5.75,VE,1681411494
456,toguchin,55.2353,84.3858,35.96,82,100,9.48,RU,1681411495
457,zhezkazgan,47.8043,67.7144,56.41,35,100,11.5,KZ,1681411495
458,port blair,11.6667,92.75,80.71,76,26,3.67,IN,1681411407
459,sioux lookout,50.1001,-91.917,46.47,53,75,4.61,CA,1681411325
460,tura,25.5198,90.2201,77.52,23,99,3.62,IN,1681411495
461,keti bandar,24.1447,67.4497,79.11,75,2,12.84,PK,1681411495
462,kigali,-1.95,30.0588,65.68,82,40,3.44,RW,1681411495
463,mahibadhoo,3.7833,72.9667,83.66,75,18,6.49,MV,1681411495
464,mount isa,-20.7333,139.5,71.37,35,87,0.0,AU,1681411495
465,kljuc,44.535,16.7722,53.78,81,100,5.1,BA,1681411495
466,goderich,43.7501,-81.7165,73.72,38,7,13.8,CA,1681411495
467,chicama,-7.8447,-79.1469,82.94,64,98,10.22,PE,1681411496
468,deputatskiy,69.3,139.9,-2.61,99,100,1.36,RU,1681411496
469,kampot,10.6167,104.1833,80.78,85,100,5.39,KH,1681411496
470,duku,11.2361,4.9073,94.55,12,22,5.41,NG,1681411496
471,igarka,67.4667,86.5833,-8.32,99,100,5.95,RU,1681411496
472,energeticheskiy,43.4278,77.0222,48.76,76,20,2.24,KZ,1681411496
473,honiara,-9.4333,159.95,77.56,89,73,0.92,SB,1681411496
474,nizhneye kazanishche,42.7637,47.1603,50.52,71,100,6.67,RU,1681411496
475,semnan,35.5729,53.3971,62.92,39,0,13.49,IR,1681411496
476,luba,3.4568,8.5547,80.49,83,47,8.37,GQ,1681411427
477,yangjiang,21.85,111.9667,73.0,93,100,5.46,CN,1681411454
478,samarai,-10.6167,150.6667,80.46,77,100,9.17,PG,1681411497
479,bowen,-20.0167,148.2333,74.21,90,0,4.9,AU,1681411497
480,almaznyy,48.0448,40.045,47.1,91,100,15.1,RU,1681411497
481,kybartai,54.6386,22.7632,47.82,95,100,6.4,LT,1681411497
482,jacareacanga,-6.2222,-57.7528,92.95,46,100,1.63,BR,1681411497
483,tyumentsevo,53.3224,81.498,42.31,53,35,9.53,RU,1681411497
484,yar-sale,66.8333,70.8333,-0.54,91,77,17.72,RU,1681411497
485,puerto madryn,-42.7692,-65.0385,56.26,36,4,7.81,AR,1681411498
486,cehegin,38.0924,-1.7985,60.3,29,73,7.67,ES,1681411498
487,gazanjyk,39.2446,55.5154,66.72,52,100,25.46,TM,1681411498
488,dumas,35.8656,-101.9732,82.62,17,0,23.02,US,1681411498
489,kaeo,-35.1,173.7833,62.33,95,32,6.24,NZ,1681411498
490,anahuac,27.2333,-100.15,82.18,42,82,18.39,MX,1681411498
491,toul,48.6667,5.9167,49.59,71,40,4.61,FR,1681411498
492,tutoia,-2.7619,-42.2744,84.25,69,91,9.17,BR,1681411498
493,okitipupa,6.5047,4.7839,79.72,85,98,6.15,NG,1681411499
494,umtata,-31.5889,28.7844,61.18,89,100,3.71,ZA,1681411499
495,college,64.8569,-147.8028,14.47,81,40,0.0,US,1681411499
496,zlitan,32.4674,14.5687,71.55,43,100,2.86,LY,1681411499
497,vannes,47.8333,-2.5,48.81,82,100,10.09,FR,1681411487
498,lakes entrance,-37.8811,147.981,53.17,90,40,2.62,AU,1681411499
499,hohhot,40.8106,111.6522,44.89,33,100,8.95,CN,1681411500
500,oktyabrskoye,43.0645,44.7417,46.54,93,100,8.95,RU,1681411247
501,qiongshan,20.0058,110.3542,75.18,94,40,4.47,CN,1681411500
502,rapid valley,44.0625,-103.1463,48.24,61,0,6.91,US,1681411500
503,isla mujeres,21.2311,-86.731,84.25,75,26,10.56,MX,1681411500
504,moron,-34.6534,-58.6198,67.01,38,0,7.0,AR,1681411501
505,havre-saint-pierre,50.2334,-63.5986,37.76,75,100,14.97,CA,1681411412
506,hualmay,-11.0964,-77.6139,79.75,69,37,12.91,PE,1681411409
507,obo,5.3998,26.4869,67.57,93,100,2.28,CF,1681411501
508,lenger,42.183,69.8839,60.24,37,96,10.09,KZ,1681411503
509,mehtar lam,34.6714,70.2094,73.6,24,0,6.17,AF,1681411503
510,tahta,26.7693,31.5021,69.15,23,0,4.56,EG,1681411504
511,maues,-3.3836,-57.7186,88.77,61,100,1.34,BR,1681411505
512,guhagar,17.4842,73.1929,83.19,65,100,3.71,IN,1681411505
513,tungawan,7.5081,122.3711,74.53,93,61,1.25,PH,1681411505
514,thinadhoo,0.5333,72.9333,82.22,76,86,6.15,MV,1681411506
515,rio gallegos,-51.6226,-69.2181,50.05,46,0,3.44,AR,1681411293
516,santa lucia,27.9117,-15.5407,63.77,64,20,27.63,ES,1681411506
517,sechura,-5.5569,-80.8222,85.68,60,91,10.67,PE,1681411506
518,suluktu,39.9337,69.57,56.68,29,2,8.81,KG,1681411506
519,vila franca do campo,37.7167,-25.4333,64.81,79,55,7.38,PT,1681411506
520,tessalit,20.1986,1.0114,88.47,9,100,10.6,ML,1681411506
521,bud,39.447,-86.1758,80.46,30,0,5.1,US,1681411217
522,makaha,21.4694,-158.2175,78.71,64,40,6.91,US,1681411507
523,rudnogorsk,57.2639,103.7519,24.48,68,100,8.97,RU,1681411507
524,margate,51.3813,1.3862,47.7,67,25,4.0,GB,1681411498
525,dwarka,22.2394,68.9678,79.72,73,0,9.71,IN,1681411507
526,paita,-5.0892,-81.1144,83.37,66,78,10.76,PE,1681411507
527,tazovskiy,67.4667,78.7,-0.18,93,100,17.98,RU,1681411507
528,maragogi,-9.0122,-35.2225,81.09,66,100,8.57,BR,1681411508
529,lyuban,52.7985,28.0048,45.77,90,100,9.91,BY,1681411508
530,burnie,-41.0667,145.9167,52.95,83,17,9.51,AU,1681411508
531,barahona,18.2085,-71.1008,85.82,66,20,18.41,DO,1681411501
532,maningrida,-12.0667,134.2667,78.01,90,100,5.91,AU,1681411509
533,ahuimanu,21.4447,-157.8378,78.51,73,75,10.36,US,1681411454
534,jiangyou,31.7667,104.7167,65.8,85,100,2.15,CN,1681411509
535,marzuq,14.4,46.4667,78.01,55,90,4.29,YE,1681411509
536,muncar,-8.4333,114.3333,75.49,92,100,2.57,ID,1681411510
537,laguna,38.421,-121.4238,62.44,33,0,18.41,US,1681411510
538,hamilton,39.1834,-84.5333,81.77,28,0,8.05,US,1681411310
539,saint-augustin,51.226,-58.6502,45.05,65,100,9.24,CA,1681411511
540,saint stephen,50.3333,-4.9,49.03,87,40,12.66,GB,1681411511
541,semirom,31.4167,51.5667,44.92,70,0,20.83,IR,1681411512
542,tuatapere,-46.1333,167.6833,49.53,97,99,1.92,NZ,1681411512
543,gari,59.4307,62.3497,15.24,62,18,10.0,RU,1681411512
544,pisco,-13.7,-76.2167,86.05,51,0,17.27,PE,1681411483
545,kaniama,-7.5667,24.1833,69.69,91,100,1.99,CD,1681411512
546,bayir,37.2687,28.2167,46.92,70,0,3.42,TR,1681411512
547,boende,-0.2167,20.8667,78.49,73,76,2.46,CD,1681411513
548,bad segeberg,53.9333,10.3167,47.86,91,24,4.83,DE,1681411513
